gene_symbol,PEMN_1,PEMN_2,PEMN_3,PEMN_4,PIMN_1,PIMN_2,PIMN_3,PIMN_4,PIMN_5,PIN_1,PIN_2,PSN,PSVN_1,PSVN_2,Glia_1,Glia_2,Glia_3,Glia_4,Glia_5,Glia_6
TMCC2,11591,13929,15587,10853,1816,11010,12305,9309,7329,2801,9046,10893,6109,1769,8292,7048,6851,7867,4949,5987
TMCC3,16183,15074,9668,6127,857,9620,670,489,5827,5427,15515,7420,4556,8342,1918,15003,9216,8155,5848,4517
TMCO1,7310,11211,11871,10173,4269,9672,10274,6217,8830,12316,6157,11000,7720,11498,2338,3756,3813,7569,3684,2994
TMCO2,11725,283,7686,8317,11089,14965,4729,2136,13857,15439,887,4791,13220,1048,11816,13774,11257,14938,11311,12826
TMCO3,9065,11870,10667,11079,11445,3830,8797,12604,8274,5973,9529,11788,11098,12727,1104,4388,1442,2470,2070,2409
TMCO4,12585,11158,3435,15562,9630,15259,8194,4708,12463,14696,5741,694,9078,3578,6944,8628,8593,8877,5465,5553
TMCO5A,14855,435,3983,13623,15678,15869,2753,16132,97,377,1249,4989,15482,1398,13430,13903,14590,8990,14810,10108
TMCO6,6710,15524,961,11113,4506,8250,715,4211,14585,1992,15330,9556,16124,8664,3893,8729,8014,9235,3808,2503
TMED1,6362,3568,7259,1547,6292,5774,15926,13701,3658,7954,737,13617,6358,10102,9500,10476,10899,12312,10248,12556
TMED10,5636,9446,15109,4301,3246,4769,14513,12694,5518,5638,7723,11365,5821,9616,10874,5094,8052,6077,6071,5833
TMED2,3417,11493,12861,2279,4355,2343,14724,12690,883,5920,4443,14448,5523,10710,8617,11516,10474,10017,11149,12288
TMED3,10446,8287,14788,5389,5992,2985,15134,12720,1874,2227,1483,13042,7122,12246,9071,11703,10111,8749,9930,9591
TMED4,1948,10106,14249,3318,6560,3259,13803,11324,2535,8549,5059,13074,4889,12543,7617,9912,8469,8401,9377,9112
TMED5,7130,4402,9515,4705,8134,5648,11803,7368,6230,10768,4642,15771,1832,3559,9762,9768,7112,8374,14153,15177
TMED8,5306,6662,12377,8395,11931,7185,13594,13486,6787,4804,11787,11810,7048,7921,3179,3324,2954,4706,3111,3360
TMED9,5257,5507,15048,3633,6080,2414,14537,7689,3258,9765,5379,13950,2519,7612,9475,11765,9716,10792,11187,11631
TMEFF2,4238,1560,3028,10616,5535,3976,9052,3944,7022,11868,5032,14642,15558,14583,5550,8912,7569,7938,8891,8974
TMEM100,9106,1259,16243,6795,6098,993,13690,3675,6477,6612,2736,1614,7204,10902,13383,14298,14122,14441,13730,14310
TMEM101,1690,10112,14417,4826,6627,3962,12247,7498,1848,11106,2846,13830,6581,12353,8847,9930,8901,10037,10597,10404
TMEM104,6869,5151,12031,11098,10113,5240,8523,9004,4803,13482,6455,14688,3362,3930,7456,10339,8385,8957,8980,6949
TMEM105,9536,4420,14839,770,15151,15232,10286,5946,16157,698,2148,1747,2568,2115,14558,14283,14580,15043,12614,13615
TMEM106A,16026,7892,15378,11387,1648,15619,4236,7786,4168,926,20,5721,213,5101,13174,13640,14064,15481,13527,15496
TMEM106B,4638,13501,11599,3696,8144,2940,12221,13520,3836,3279,938,13982,7259,14705,10180,11107,10262,7186,8530,9322
TMEM106C,2635,8942,14266,5997,2644,7139,14313,11089,8870,10138,3553,9833,9720,9942,2948,6781,6244,5774,7609,7037
TMEM107,5087,6655,12588,11146,2749,4669,12647,11011,9377,5675,2061,14658,12180,4502,6321,9594,8064,7719,9390,8014
TMEM108,15232,14786,5265,10565,15941,9003,8802,15133,13367,1830,11955,935,15104,10337,180,1041,292,2093,1292,1608
TMEM109,4650,4841,6770,3157,4920,1110,14852,13530,1153,5955,1710,14896,1885,14209,11498,14246,12658,11422,13015,12869
TMEM11,6079,13364,9277,1963,7422,13190,13860,4961,8116,7504,1627,12989,2092,11669,6637,8345,8960,7338,8616,8496
TMEM115,4440,4565,12147,6405,7615,3346,14741,14459,1925,2125,2026,15401,3733,6958,11153,13047,12506,12257,12567,12968
TMEM116,15576,3087,14096,14051,11712,11864,6375,7661,14854,9031,6106,4538,4959,6255,4100,3691,5420,7131,1478,888
TMEM117,3957,3764,5515,10743,13220,11560,7670,10006,15556,12924,14043,1255,10182,9315,14190,269,9198,820,4715,3214
TMEM120B,11293,11669,11724,13506,4209,11919,6778,5165,11119,13615,10760,7019,10898,4984,535,3565,2590,6150,3064,3180
TMEM121,1389,13157,15721,6398,5228,3053,13672,12503,867,1983,7539,14093,6142,4071,11377,12338,11385,10936,12632,12681
TMEM123,2832,395,651,9406,8597,12137,3977,6810,6483,14616,9636,12957,1779,27,16038,13893,15582,7563,12962,15098
TMEM126A,1695,14799,12678,8433,4831,6854,13756,1789,7927,10464,3957,12684,3372,8663,8111,9386,8758,8167,8694,9565
TMEM126B,4586,7857,11106,4941,8612,7465,13218,7643,3979,3035,2310,15883,8463,7888,10121,10389,11628,11025,10150,10495
TMEM127,11072,14728,8904,4406,4949,2911,13848,4848,3054,9356,3049,13122,3862,14865,6929,9632,7149,9351,8831,7572
TMEM128,1950,6120,12495,935,2643,2002,14102,9154,6453,12514,10693,11787,3772,11088,7755,9868,11074,8284,8588,9003
TMEM129,1274,14752,14635,3387,6721,1053,14627,12001,1295,7381,3004,13430,4775,6258,10407,11255,11872,12379,11752,10771
TMEM130,4949,13663,11980,5062,10640,2453,14208,14864,3144,7043,4990,12210,5857,11058,3608,6774,5714,6225,7397,7308
TMEM131,8124,6605,5849,10091,13919,4582,5346,15255,13598,7980,10924,8170,14270,12008,8918,2511,4519,188,1642,1455
TMEM132A,14361,16186,15932,15133,5271,1080,5146,7769,2030,1807,7528,2715,2532,436,14632,12537,13348,10937,11703,15032
TMEM132B,9246,5630,1446,5302,4287,9367,9462,4463,7368,4717,6904,15278,15812,14881,6629,11409,8313,5843,5273,4338
TMEM132C,16268,16235,2067,11701,9220,6336,2095,3147,3091,3706,6008,1403,4517,3370,12540,12467,12604,13681,12329,13181
TMEM132D,15549,14539,3093,5606,14678,12834,2935,6508,5294,11684,7478,1515,16079,15057,692,1500,1137,5477,1424,1676
TMEM132E,13937,6288,16210,3519,5016,8013,3804,1738,4764,2683,15718,4254,3102,2324,12599,13502,13557,13495,13823,14152
TMEM133,6387,15199,16186,15520,8419,2160,7909,2558,2560,353,11018,155,13559,11285,13582,13233,14251,9787,13287,14239
TMEM134,5554,7767,11194,3992,5987,2941,16154,11811,2928,2959,5228,12630,10286,7641,9165,9763,9503,10090,9072,10094
TMEM135,9526,11922,8869,14100,12194,8607,4050,9212,12233,9850,12707,7277,11771,10487,2964,3154,1336,1448,588,197
TMEM136,2129,3011,12584,3598,6534,5537,6592,13311,8222,6571,3284,8180,9391,15956,10344,8736,9601,7958,9615,8447
TMEM138,9830,13408,7303,15045,609,8025,7756,6134,6653,1231,14421,14283,744,9204,8148,7440,8042,10503,6060,10403
TMEM139,1940,16044,14702,16176,15673,10823,235,1453,212,684,2109,391,2501,2079,15634,15514,15716,15856,15105,15292
TMEM140,11767,7922,10679,3975,10576,13152,3326,6111,14191,89,8050,10030,1384,15329,14552,15638,14785,3037,5227,289
TMEM143,11959,11985,8039,13631,2088,15261,8629,534,12467,10582,12798,4521,13480,3092,3606,4146,6567,11045,3951,3050
TMEM144,4836,1112,4096,216,1605,5966,498,568,2074,2625,321,647,4226,2952,16150,15649,16264,16037,16156,16181
TMEM145,13649,14003,4623,13811,8126,11661,12017,2917,9248,13471,9957,8558,7842,6719,2375,324,2747,5249,3287,3242
TMEM147,5598,13885,13728,2850,3064,3688,14975,5382,2774,5013,2035,14805,8865,9238,9805,10728,10109,13005,11431,10734
TMEM14A,5761,12890,12957,4271,6937,2938,14298,8205,3881,3870,6925,14040,9464,13080,4645,7477,7039,7407,7019,7820
TMEM14C,2430,7166,12307,5089,6649,8787,15783,11617,1002,4032,2912,14150,6544,7690,9194,10681,10190,10374,10906,10054
TMEM14E,5438,14949,584,14977,6781,7839,696,9808,688,1228,16247,880,5727,3207,14315,15845,14362,14309,15560,14433
TMEM150A,980,7775,12013,9937,12197,12398,12078,8572,9976,14048,7968,6509,14011,254,4353,4526,5972,6612,6346,10547
TMEM150B,6288,14509,8701,13828,2284,15689,7379,253,6824,12236,10755,1009,11070,11449,7205,6462,5676,13341,4913,7325
TMEM150C,7628,5037,14611,2594,5640,8654,16121,7117,7834,4039,5229,8017,12894,9045,9376,6744,6113,7776,6535,6910
TMEM154,10925,3979,4903,10786,5626,14754,2577,3176,10260,13616,15608,3320,14461,4747,3493,5423,2913,8081,6375,5323
TMEM156,10108,12998,2822,8721,2281,15053,9019,1741,13379,14177,8307,3203,9717,13654,3494,3271,5295,9320,6435,4946
TMEM158,6722,1084,1961,933,6022,1997,9566,16259,832,5167,8176,13022,7715,7202,13346,13844,13674,13323,14416,14575
TMEM159,5084,5881,15919,12049,8044,3118,11433,9045,5560,6326,12764,10547,574,4306,8136,11379,7301,9180,8341,7952
TMEM160,5513,6951,11077,3230,6067,2254,12497,6298,1217,4176,5096,16091,5018,6336,12855,14036,13645,13324,13761,13612
TMEM161A,8213,7450,10453,13314,11060,14155,9973,5436,14889,3267,8870,10635,13023,747,7792,8793,5217,4313,3453,4832
TMEM161B,6117,8119,4110,11138,15300,6091,4979,11445,9028,9135,10014,14106,13054,9184,7319,8072,4175,1059,591,754
TMEM161B-AS1,14909,13313,9936,14417,4543,5798,434,12432,9479,6257,14851,8297,2752,5294,15186,7583,14140,237,160,1078
TMEM163,15440,15259,2865,5068,16109,12527,8376,15706,14849,1011,14712,286,457,1481,5419,2822,4113,6982,9811,15258
TMEM164,14893,14203,8815,12814,9964,4527,2379,7328,5135,14153,15038,8450,4675,4097,3400,5053,3574,3558,5199,4666
TMEM165,5729,6799,12055,9303,8335,9897,5663,6314,9444,12754,10850,10731,7354,10588,1238,253,246,1486,12646,14158
TMEM167A,2875,11028,7258,2549,3555,982,14837,11561,1195,6052,1431,15595,7873,9736,12977,12606,12554,9524,14161,13513
TMEM167B,7544,13150,2143,2376,6711,277,15397,10280,3104,8922,1387,15570,6401,9675,11541,12647,11493,11637,13345,13083
TMEM168,108,7182,13483,9192,3379,6264,6247,9848,6960,12224,12772,10722,267,11596,14654,10777,9603,7080,6705,6257
TMEM169,5328,13605,6979,9951,4128,8721,9546,7232,3927,11336,4777,15248,13617,5989,5543,6153,7297,6260,6686,6820
TMEM17,6029,5569,15240,3476,2252,1614,14214,6220,1269,2679,11813,15012,8013,6877,9978,14065,11376,13785,10813,10039
TMEM170B,5674,3291,9435,7752,9845,101,11576,12095,9514,9015,6544,11752,12478,14645,10011,5267,8311,3489,4320,5834
TMEM171,16212,16139,174,9627,2057,11552,6189,5084,8657,525,15723,273,14162,1748,11696,13811,10925,14797,11518,11445
TMEM173,5515,5816,16193,11131,4255,1885,10942,4363,5776,1631,15748,1693,3717,2551,12718,15005,13837,13653,14201,13786
TMEM175,10691,8077,8205,10940,11207,10240,6251,7896,11869,14606,5217,9904,5490,8644,2512,4676,1614,5010,4770,5055
TMEM176A,1908,15022,13309,9852,7115,3991,16159,11997,1879,5990,1734,892,7110,13625,7968,13388,10181,10570,10419,10192
TMEM176B,13970,15906,4402,5344,8991,8384,15477,15081,3779,7888,39,31,12029,13883,7675,15578,10849,12210,7055,5906
TMEM177,1413,14550,15848,585,4415,600,11982,2511,3247,11944,1749,10464,15318,7835,12429,13587,12650,13169,11740,12490
TMEM178A,5356,436,3630,4887,14016,3253,1865,12221,5862,1290,16200,8740,15374,7581,6531,14441,12582,8478,8513,11509
TMEM178B,12465,12653,5462,10199,13910,3087,7633,12548,11245,6695,13546,7505,14557,13097,5429,835,357,138,4510,881
TMEM179,3184,8558,6195,3475,8451,1783,14276,11280,2614,9891,2259,14147,8264,14640,7651,9857,9309,9282,10023,9756
TMEM179B,3992,14334,4995,8453,8475,14128,10201,10103,4862,4916,6559,12029,12778,13504,2015,2900,4583,10413,273,650
TMEM18,2150,10896,10175,3807,5180,831,14832,9560,1284,1699,4085,12799,4941,15748,12558,13086,12321,10078,13406,12130
TMEM180,8221,14703,3948,2423,4581,11458,8783,9351,7284,13094,5622,12849,3906,13286,3398,6203,4222,5542,6813,7696
TMEM181,3626,8303,7674,7065,15075,7769,11115,15475,10344,6809,6808,7681,14778,12836,403,2834,963,2964,1087,2148
TMEM182,13935,11194,3917,3241,8523,10904,7509,8824,15246,13248,3325,8709,4024,13649,6802,3525,5100,7950,3080,3041
TMEM183A,4861,10597,12188,4667,4318,4091,13435,8716,1922,5901,5912,15757,6397,5088,10263,12271,11641,9984,10645,11414
TMEM184A,12392,4044,2000,5709,12034,13294,3911,3087,4222,16229,10259,2936,5749,6244,11078,12032,12316,10080,14582,8834
TMEM184B,9726,11711,9225,5599,7373,4372,13135,14576,4569,9639,4295,12046,7908,13094,2325,5885,7113,5625,6094,2490
TMEM184C,15884,16237,3929,2208,10268,12946,5954,6126,6916,2991,5346,4828,9505,6200,1017,598,578,2934,15687,10681
TMEM185A,5968,6958,15456,11647,12778,1563,11455,9333,1944,12203,849,10467,11663,10104,6394,12163,7630,5373,8253,7330
TMEM185B,12124,1641,9468,7356,10570,770,14085,4836,490,7187,3280,15993,4681,2873,14033,14133,13907,14882,14016,14663
TMEM186,14621,3645,15825,6064,4790,14860,13329,5017,10953,4781,7627,3519,10742,4363,8011,5543,7312,5517,5182,7421
TMEM187,2493,11514,5778,2041,8031,7278,5817,4474,9658,15410,11198,12472,8381,6850,7229,8264,12563,6945,7642,6650
TMEM19,6853,7914,4353,4023,4471,2345,15559,10823,1253,6325,3486,14537,5777,14702,9147,11256,10427,9802,10918,10937
TMEM191C,8057,3518,14800,14449,6431,4145,5554,4839,3846,6342,12932,14737,3888,5712,7559,9190,8929,9040,9485,9133
TMEM192,13554,7156,6006,10561,2344,14484,11564,8125,12874,9840,6942,9510,9896,6327,2523,3059,2856,7775,1092,1135
TMEM194A,1441,2813,11983,15720,2567,6972,3987,2210,3971,3553,11599,15476,12226,3036,14413,11925,11725,12420,13035,9993
TMEM194B,1885,16149,23,3007,14609,8820,4783,15563,13914,8026,21,881,15538,7147,15631,15794,15726,2906,8881,8910
TMEM196,11436,14626,15276,12317,7071,1625,1968,5707,7853,2212,15344,517,15747,14233,3842,6513,5850,6492,7367,6992
TMEM198,902,12001,15377,3682,4174,5335,12345,14078,7689,4434,4457,9508,11081,13533,3759,7862,5237,6262,8161,8969
TMEM199,14889,13478,14636,10402,13298,2885,13878,10477,2256,1888,2774,10189,9311,13829,3575,5006,4714,7436,3934,4273
TMEM2,6970,8934,6857,13381,1493,12785,4464,655,13861,12278,15020,6951,7538,720,5611,544,3453,5669,15141,15675
TMEM200A,8227,3004,2353,2261,6814,5105,8696,4967,11984,16188,14532,1582,7551,2479,13149,13626,13648,14075,13789,13613
TMEM200B,1669,15781,11552,658,16269,201,196,1300,10521,621,1912,10330,2180,1942,15594,15947,15105,15656,14849,15035
TMEM200C,7426,2866,16277,8059,9025,3234,6586,5585,2155,1462,4769,1837,11160,3717,15421,15144,15067,15565,15149,15117
TMEM201,1460,3018,6475,2144,9352,764,15767,14930,2882,4407,10847,11836,7503,14396,7128,10688,8030,8043,9486,10166
TMEM202,881,456,118,14043,1439,16000,7262,3813,14579,7806,1297,2010,11836,15262,12791,14111,12169,16042,13562,12423
TMEM203,3062,13792,13677,3932,6097,659,15236,7850,731,4535,3795,15065,3780,6737,11567,13401,12974,12176,13165,12920
TMEM204,7846,15361,11521,2170,11230,3280,16040,14030,4767,1499,4020,276,8567,15583,10283,13398,11761,9479,10591,10018
TMEM206,8515,3980,7617,4595,8359,6905,7258,7585,10974,15619,4012,12207,9347,3940,8288,11772,10762,9701,7761,8046
TMEM207,4200,1603,448,1361,5304,15764,4512,2326,6091,1062,16169,5535,15617,2837,14653,14590,15128,14878,13964,15085
TMEM208,3435,6422,15252,3384,3871,4097,14501,9240,2234,4710,3410,14560,6521,8879,10917,12143,11222,10464,11686,11927
TMEM209,13230,5343,1962,6034,7026,10270,9882,9208,9218,14348,12747,13706,5581,3429,6398,6746,8591,8108,3401,4378
TMEM210,6446,2431,14253,13697,7897,6839,858,3127,889,1342,4294,1000,6666,16217,15055,15335,14701,15412,14697,15597
TMEM211,15999,12399,3156,1405,12224,15812,4764,265,15612,13075,6398,2190,3166,2624,6687,8404,8754,13316,14449,12226
TMEM213,7293,11433,5576,12936,3603,13000,7677,11599,9690,12444,7904,3845,3842,15005,2262,3204,3742,6277,1513,3835
TMEM214,3083,6036,13587,2675,14263,4693,12155,12314,164,1994,7816,15297,2771,12599,10498,12223,11552,10076,12364,10436
TMEM216,14468,15954,1074,217,10055,15417,8434,15986,4016,4142,12801,659,15469,5165,5316,7467,8713,14477,5005,1000
TMEM217,15129,14437,5209,14833,5327,14074,4115,2576,15126,6087,14195,4193,12687,415,2961,3613,3902,10465,3486,6856
TMEM218,12353,7737,5811,1623,7703,5387,9370,12403,2550,232,7950,16144,725,964,15381,15700,14574,15230,14614,14929
TMEM219,6719,10214,14193,3495,3191,8180,14239,7790,3985,9761,7747,12812,7726,8266,5158,6705,6271,8509,5919,6986
TMEM220,6100,6994,4514,6178,2228,14398,11171,5098,13374,15035,9731,4787,5178,8761,7173,9285,6918,9491,4450,1407
TMEM222,1101,11094,12668,5580,7472,4495,14329,14745,1671,2492,6376,14305,7131,10205,7386,9300,8817,8700,10771,8000
TMEM223,10580,5073,9753,5189,5391,11623,14186,5455,6518,13776,6908,11710,10731,5207,2868,5878,7363,7886,5675,3863
TMEM229B,7312,15966,5702,13572,1972,12464,9458,9705,4941,3814,588,12335,15271,122,14579,1128,8388,14589,12864,5503
TMEM230,5638,8007,14328,5288,3824,6117,15249,7752,3450,6899,3393,13220,2839,10737,7874,10455,9118,8797,10304,9199
TMEM231,9359,15359,1886,208,14903,9831,8954,5796,15035,10957,14550,6089,15963,263,9517,5123,5408,9017,4280,5879
TMEM232,10467,10334,3724,11393,10007,7795,2246,9266,14151,13161,13248,5488,13665,13320,10042,714,1027,1281,718,3040
TMEM233,12980,15033,2175,8488,4115,9021,2050,2248,9392,3869,3146,16121,7058,6947,12209,12570,12521,12486,12174,10915
TMEM234,6134,2792,8493,7057,8848,12136,7078,4085,8292,6075,15345,11581,9436,13124,3962,2869,4834,6459,6075,3147
TMEM235,15458,276,6092,15032,3437,12627,399,466,10454,13971,857,3421,15874,13496,7577,10306,11784,13434,8391,10234
TMEM236,9455,4614,16043,6419,4293,12178,7850,3313,5813,156,15216,6237,15771,682,12262,8519,13249,15030,13459,9549
TMEM237,3611,11623,3051,793,11823,6482,16185,15139,15420,2099,1825,5483,9142,7481,10212,10585,10784,8223,10891,10122
TMEM238,14019,14660,10984,14830,2834,3964,4790,5877,10243,15876,2102,388,2492,2076,11967,13364,13421,13461,13427,13538
TMEM240,1587,15758,11754,6605,15157,369,12665,5099,6274,2425,15538,7160,11493,9867,1273,6791,4487,6031,3330,6826
TMEM241,5121,3497,3493,6850,13822,13805,9794,14393,15569,11920,10383,4617,6388,7461,1571,6386,2960,5304,2895,2001
TMEM242,5982,11007,14233,10104,11319,6681,11586,8145,5552,5257,721,13162,5075,13445,5376,8473,7451,6835,6685,7873
TMEM243,7637,15565,12061,8182,2477,5383,1269,2944,7300,15849,9922,2415,7109,10281,9051,13288,8933,7917,8075,11413
TMEM244,15424,2617,2240,9663,8374,10358,1124,2826,14136,16167,2133,3161,7677,2103,12852,14040,14919,13335,13144,14157
TMEM245,5713,13327,14306,2741,3168,786,13067,14315,3261,6131,4629,13390,3555,10708,13457,8556,11524,4102,11439,9942
TMEM246,3551,8756,14790,6907,3272,2177,14389,12218,4081,5132,4515,12987,2591,11451,7275,9903,9455,9314,9515,9802
TMEM247,13718,10452,1514,11838,2050,12691,625,726,1614,14956,15679,3789,2244,14387,7463,8327,10025,7278,14015,14123
TMEM248,3390,10203,11073,4347,8996,5077,14873,15144,6085,5453,2198,11236,6764,13048,5790,6911,5977,6473,7729,7263
TMEM25,7116,3530,9454,6407,6068,7803,12167,14557,5763,6876,6052,14548,7021,10292,5793,6010,6660,6619,7002,5544
TMEM253,14186,1836,520,16218,6195,13994,622,2591,9501,1157,3558,13810,5233,3050,15099,15314,14664,14838,14229,14271
TMEM254,14618,6990,10250,7228,3866,11868,7200,6107,10717,14629,4109,11603,2345,2318,14359,6591,9362,8442,3557,7502
TMEM255A,8097,7320,14819,5416,4207,1859,12278,8688,2878,3682,5469,15749,5753,5100,10799,13183,11756,11839,11945,12095
TMEM255B,1307,1941,4826,3503,10998,3060,15600,11929,16216,9484,7598,275,3614,6683,12746,12062,12677,11054,14290,13677
TMEM257,6346,2396,16191,13870,7775,1476,5093,3088,862,14960,4241,987,6566,3422,14523,15879,15107,14677,14676,14705
TMEM258,5177,6342,15182,5999,2870,5799,16000,6557,2322,3258,3961,13402,2222,5700,12907,10321,12636,12950,12458,12929
TMEM259,2672,12381,12898,7382,8679,2917,11997,14067,6402,10601,13974,6814,12227,8968,1030,3094,3349,2247,4870,4464
TMEM26,3287,1306,13260,16087,4306,13423,13305,6935,354,907,2806,11438,3764,2567,13793,13632,14850,15250,13540,13560
TMEM260,11500,10887,3139,5030,9605,7849,6107,13396,14464,11914,10961,9030,14254,11491,9247,295,2552,1186,1098,2573
TMEM261,5331,13755,10709,4817,4973,6733,15618,5559,4930,4690,4035,14598,1681,8401,9196,11179,9967,10849,8241,9097
TMEM27,12108,388,1811,16214,8162,10790,1185,9458,7640,340,15599,7915,13451,1297,9596,13432,14715,10703,12208,12458
TMEM30A,3164,12062,13344,3285,9495,688,15165,15702,1308,3820,3041,10600,6409,13183,8090,10520,9083,7556,11239,11062
TMEM31,8796,790,5130,10361,10836,6033,807,1346,15750,15709,12175,352,2273,12605,11630,14259,13147,12341,13220,14597
TMEM33,7205,9292,12773,1468,6146,3238,13692,11249,3942,5695,6111,14948,2956,10744,9288,10301,10090,7933,9719,9475
TMEM35,7491,9888,13570,3877,5220,3101,14846,12466,1265,5787,2549,14981,3472,5563,10255,12080,11579,11402,12027,12107
TMEM37,15271,1829,516,1573,15875,6622,10944,2581,6221,1152,3542,796,5215,16262,15339,14803,14830,14068,15052,15554
TMEM38A,8784,2125,15488,9870,514,11477,11936,4598,11244,7038,12389,9279,3057,4286,15005,3220,11181,12872,1979,4957
TMEM38B,14768,4067,2450,10130,15880,5264,5891,7097,14432,10738,14225,11092,12885,4925,1639,2225,1404,2425,2877,2247
TMEM39A,2216,14057,1471,10872,8666,10145,1083,10226,15999,8066,5449,3488,10480,15580,12303,4257,14541,484,9900,7117
TMEM39B,14003,4914,8444,14317,9360,13654,4238,3277,11197,6262,14997,9067,1807,7901,3130,1842,5030,5805,3257,4585
TMEM40,15238,11476,2433,15361,2046,15544,7173,208,12413,13190,9925,2025,13501,2781,4292,6622,6494,13644,7174,6889
TMEM41A,7253,7025,14652,7186,3546,5150,13108,9217,6739,4393,4026,15007,3898,6081,9480,10413,10179,8277,8986,10092
TMEM41B,8828,12882,9080,13742,9996,9933,8212,12104,8024,10489,13320,9018,9561,3625,199,218,99,596,13000,11107
TMEM43,1808,4990,7054,14818,4802,14249,1507,13751,14333,4650,6347,4488,7721,14657,869,2446,759,3634,13396,12505
TMEM44,15427,6911,13390,7858,1958,11208,7243,2235,7405,11551,12674,9725,11697,8804,1401,5855,5136,5294,3695,1461
TMEM45A,11861,9660,2117,3263,15510,11335,15909,16098,14794,477,1829,5345,1479,3901,9960,12869,9557,10390,9948,10274
TMEM45B,14797,14380,15355,14839,6439,5907,6676,3701,10838,11155,13288,958,2447,8027,4090,4915,4635,7739,5477,6320
TMEM47,5981,3886,15545,4978,2742,1898,6237,4780,627,2407,7737,15206,5361,14770,13820,13795,13563,11171,14287,13660
TMEM5,5359,3199,8946,2684,9666,6928,12556,4050,3904,13021,12591,13998,11491,9578,7400,6596,6380,11560,4626,5515
TMEM50A,5289,4486,6776,7325,5653,9477,14226,12199,11141,8641,7786,12297,9775,8764,2521,5552,2484,4887,4283,4493
TMEM50B,11831,11967,10307,4355,9840,6807,11797,9312,6075,9228,7654,12448,10818,13195,1665,3646,2481,1826,3693,5691
TMEM51,7856,27,6397,139,15810,15912,5172,13597,5903,4671,2436,8118,299,6322,15916,164,15769,11043,15528,9888
TMEM52B,12477,4102,3282,6809,2094,14836,7513,566,8585,15955,9532,5506,3694,2687,10534,12411,12515,14734,11789,11230
TMEM53,14417,10890,10872,12488,3069,9519,11223,4973,4048,1433,6058,11326,3905,15714,8916,6737,8207,5009,6770,6480
TMEM54,7008,12453,1999,1520,5398,2145,9496,6419,448,9614,2561,16025,9268,14356,12557,13854,13566,13075,13750,13860
TMEM55A,4756,8392,9445,4282,12357,416,12336,14340,5002,1896,4401,14185,10713,15082,7695,10736,8375,6487,8896,8304
TMEM55B,7963,3581,14706,3652,4264,4304,15141,8677,5787,11537,5894,10479,6869,10437,6267,8011,7633,8614,8279,6860
TMEM56-RWDD3,16077,10289,2837,15064,13818,10986,41,15344,5253,12,14077,2121,683,15065,15312,6971,5966,8921,9358,10608
TMEM57,7467,4644,8160,11598,8510,6390,5944,8626,8712,14484,12150,9811,12983,9321,2769,3549,2755,3613,2887,3674
TMEM59,2585,10916,12784,5134,3377,5014,15129,11481,2017,7359,7440,12506,5004,11714,7221,8756,8516,7393,6872,7021
TMEM59L,11067,14971,9949,6056,9424,5163,13950,13716,4900,2697,3477,11270,9938,14272,1633,4753,3614,4778,5567,5412
TMEM60,6162,4525,15759,6026,6118,1987,13045,4232,1994,3088,2827,15335,3806,7371,12898,14108,13647,13619,13676,14114
TMEM61,4041,16165,15744,1312,12462,15538,2885,12017,4426,1031,3147,674,4406,2790,13500,14768,13766,14576,13895,14875
TMEM62,11800,10984,4032,6663,14916,10931,9233,12661,14583,12493,2152,6982,14199,10345,2184,3287,1653,1731,2367,1048
TMEM63A,3532,2560,879,3757,642,7844,2013,246,346,3998,6053,1743,919,2011,16274,15596,16020,16243,15595,16082
TMEM63B,7239,11279,8181,7983,4735,5256,12776,11939,4343,7130,11842,14166,9685,8721,2050,4073,5050,5138,5015,4162
TMEM63C,8359,10833,11374,2497,7489,412,14273,12114,1969,6069,5197,15224,12099,7389,8379,9652,8956,9009,9673,10230
TMEM64,10575,3079,5510,2560,491,11509,13069,3173,11342,7025,12578,14386,2093,9545,7647,2291,7256,7179,10183,15252
TMEM65,10670,9235,5605,10632,15377,5412,6496,14665,13909,14060,7354,4112,10537,10596,431,5689,2327,1936,2423,1354
TMEM66,3868,12534,12101,3577,7846,2265,14609,14048,2199,6657,3552,13152,5636,12090,5052,7502,6507,6610,11744,12172
TMEM67,3216,9319,5600,10900,8584,7757,2531,9034,11664,13591,14574,7962,14966,8524,3658,1651,1627,3405,2620,3479
TMEM68,6645,5020,9087,8494,7969,12423,10135,8504,7862,10800,13024,9524,4129,12937,5679,1861,2836,5412,1851,1769
TMEM69,10355,11013,2352,13191,13715,12861,14197,7418,6194,12848,4140,10246,5399,8822,5901,1768,4077,9623,1031,638
TMEM70,5709,6818,14465,5137,6707,3150,14522,4171,1678,3854,1650,15208,5569,11703,11107,13052,12509,13331,12652,12531
TMEM71,6881,2758,1282,1053,4237,7239,1903,4787,2079,1723,5109,1379,5737,5381,14573,16275,16134,15679,15689,14344
TMEM72,4913,1826,14251,1572,6164,11081,16259,2579,590,1151,3541,795,5212,3041,15775,15489,15786,14065,15896,15523
TMEM74,828,5900,3296,2799,1508,10065,12156,1587,6545,3837,14093,13172,11158,15650,6149,12455,12145,9839,6604,9524
TMEM79,9405,1925,8726,7450,4638,10654,7456,4341,15678,3648,12079,2129,13689,15833,9521,5771,7392,9553,4366,3056
TMEM81,14054,13725,14868,998,11829,2699,5811,9677,1074,831,2599,15846,3328,8831,13395,13938,13425,12718,14132,13849
